,ID,Name,District,Upazila,Eiin,Mobile,Management,Mpo,Post Office,Address,Is Approve,Is Active, 
 ,2214,KHORDA BALAIL HIGH SCHOOL,Bogura,Shariakandi,119689,1717891628,PRIVATE,Yes,HATSHERPUR,KHORDA BALAIL,,Yes,"View
     
     
         Edit"
 ,2215,MATHUAPARA A.J.M GIRLS HIGH SCHOOL,Bogura,Shariakandi,119690,1309119690,PRIVATE,Yes,MATHURAPAR,DEBDANGA,,Yes,"View
     
     
         Edit"
 ,2216,CHAGAL DHARA HIGH SCHOOL,Bogura,Shariakandi,119691,1712397094,PRIVATE,Yes,RAMCHANDRAPUR,CHAGAL DHARA,,Yes,"View
     
     
         Edit"
 ,2217,SHONPOCHA  HIGH  SCHOOL,Bogura,Shariakandi,119692,1309119692,PRIVATE,Yes,MATHURAPARA,SHONPOCHA,,Yes,"View
     
     
         Edit"
 ,2218,KUPTALA  ADARSHA HIGH SCHOOL,Bogura,Shariakandi,119693,1715037688,PRIVATE,Yes,Shariakandi,KUPTALA,,Yes,"View
     
     
         Edit"
 ,2219,JORE GACHHA GIRLS HIGH SCHOOL,Bogura,Shariakandi,119694,1712765736,PRIVATE,Yes,JORGACHHA,JORGACHHA,,Yes,"View
     
     
         Edit"
 ,2220,AHUCAR PARA JUNIOR HIGH SCHOOL,Bogura,Shariakandi,119695,1725638506,PRIVATE,Yes,TEKANI CHUKAI NAGAR,AHUCAR PARA,,Yes,"View
     
     
         Edit"
 ,2221,SHAHID MUKTIJODDAA MONTU BIDYALAYA,Bogura,Shariakandi,119697,1309119697,PRIVATE,Yes,Shariakandi,KUTHIBARI,,Yes,"View
     
     
         Edit"
 ,2222,BOHAIL JUNIOR SECONDARY SCHOOL,Bogura,Shariakandi,139041,1726792298,PRIVATE,No,CHANDANBAISHA,KESTIAR CHAR,,Yes,"View
     
     
         Edit"
 ,2223,HUAKUA BI-LATERAL HIGH SCHOOL,Bogura,Sonatala,119682,1721883722,PRIVATE,Yes,HUAKUA,HUAKUA,,Yes,"View
     
     
         Edit"
 ,2224,SUKHANPUKUR HIGH SCHOOL,Bogura,Sonatala,119916,1309119916,PRIVATE,Yes,SEYD AHAMMAD COLLEGE,SIHIPUR,,Yes,"View
     
     
         Edit"
 ,2225,HARIKHALI HIGH SCHOOL,Bogura,Sonatala,119917,1309119917,PRIVATE,Yes,HARIKHALI,HANSRAJ,,Yes,"View
     
     
         Edit"
 ,2226,MOHICHARAN ML HIGH SCHOOL,Bogura,Sonatala,119918,1717423897,PRIVATE,Yes,MOHICHARAN HAT,MOHICHARAN,,Yes,"View
     
     
         Edit"
 ,2227,SHICHARPARA BULJAN HIFH SCHOOL,Bogura,Sonatala,119919,1714566785,PRIVATE,Yes,VELURPARA,SHICHARPARA,,Yes,"View
     
     
         Edit"
 ,2228,BALUAHAT HIGH SCHOOL,Bogura,Sonatala,119920,1791861514,PRIVATE,Yes,BALUAHAT,BALUA HAT,,Yes,"View
     
     
         Edit"
 ,2229,TEKANI CHUKAI NAGOR A. M. HIGH SCHOOL,Bogura,Sonatala,119921,1714567480,PRIVATE,Yes,TEKANI CHUKAINAGAR,PURBO TEKANI,,Yes,"View
     
     
         Edit"
 ,2230,KARPUR BL HIGH SCHOOL,Bogura,Sonatala,119922,1717016134,PRIVATE,Yes,KARPUR,KOALI KANDI,,Yes,"View
     
     
         Edit"
 ,2231,UNITED HIGH SCHOOL SHEKHATI,Bogura,Sonatala,119923,1768931734,PRIVATE,Yes,HAT KARMJA,PURBO KORMJA,,Yes,"View
     
     
         Edit"
 ,2232,PAKULLA MULTI LATERAL HIGH SCHOOL,Bogura,Sonatala,119924,1715622223,PRIVATE,Yes,PAKULLA,PAKULLA,,Yes,"View
     
     
         Edit"
 ,2233,Sonatala PILOT GIRLS HIGH SCHOOL,Bogura,Sonatala,119925,1711414323,PRIVATE,Yes,Sonatala,Sonatala,,Yes,"View
     
     
         Edit"
 ,2234,ENAYET ALI HIGH SCHOOL,Bogura,Sonatala,119926,1309119926,PRIVATE,Yes,VELURPARA,HALDIABAGA,,Yes,"View
     
     
         Edit"
 ,2235,BOYRA HIGH SCHOOL,Bogura,Sonatala,119927,1725637776,PRIVATE,Yes,CHARPARA HAT,BOYRA,,Yes,"View
     
     
         Edit"
 ,2236,SHALIKHA HIGH SCHOOL,Bogura,Sonatala,119928,1763632742,PRIVATE,Yes,SHALAKHA,SHALIKHA,,Yes,"View
     
     
         Edit"
 ,2237,SUKHAN PUKUR GIRLS HIGH SCHOOL,Bogura,Sonatala,119929,1737895538,PRIVATE,Yes,SYED AHAMMED COLLEGE,SIHIPUR,,Yes,"View
     
     
         Edit"
 ,2238,LUTFOR RAHMAN  GIRLS HIGH  SCHOOL,Bogura,Sonatala,119930,1710302864,PRIVATE,Yes,HUAKUA,PADMOPARA,,Yes,"View
     
     
         Edit"
 ,2239,VIKONER PARA HIGH CHOOL,Bogura,Sonatala,119931,1728164277,PRIVATE,Yes,TEKANI CHUKAINAGAR,CHATIANTALA,,Yes,"View
     
     
         Edit"
 ,2240,SABUJ SATHI  HIGH SCHOOL,Bogura,Sonatala,119932,1782425838,PRIVATE,No,Sonatala,Sonatala,,Yes,"View
     
     
         Edit"
 ,2241,BALUAHAT RABEYA RAHMAN GIRLS HIGH SCHOOL,Bogura,Sonatala,119933,1716745920,PRIVATE,Yes,BALUA HAT,BORO BALUA,,Yes,"View
     
     
         Edit"
 ,2242,BAGBARI JUNIOR GIRLS SCHOOL,Bogura,Sonatala,119935,1721949332,PRIVATE,Yes,BALUA HAT,BAGBARI,,Yes,"View
     
     
         Edit"
 ,2243,DAUDPUR JUNIOR SECONDARY SCHOOL,Bogura,Sonatala,119936,1711902673,PRIVATE,Yes,BALUA HAT,DAUDPUR,,Yes,"View
     
     
         Edit"
 ,2244,T M MEMORIAL ACADEMY SCHOOL,Bogura,Sonatala,130924,1714923451,PRIVATE,Yes,Sonatala,MOKAMTOLA ROAD,,Yes,"View
     
     
         Edit"
 ,2245,BADALGACHI MODEL PILOT HIGH SCHOOL,Naogaon,Badalgachi,123089,1710245733,PUBLIC,Yes,Badalgachi,BADALGACHI,,Yes,"View
     
     
         Edit"
 ,2246,BALUBHARA R B  HIGH SCHOOL,Naogaon,Badalgachi,123090,1736203443,PRIVATE,Yes,BALUBHARA,BALUBHARA,,Yes,"View
     
     
         Edit"
 ,2247,NUNUJ KALIMIA HIGH SCHOOL,Naogaon,Badalgachi,123091,1713731972,PRIVATE,Yes,JAMALGONJ,RAJPUR,,Yes,"View
     
     
         Edit"
 ,2248,GAYESHPUR HIGH SCHOOL,Naogaon,Badalgachi,123092,1736292850,PRIVATE,Yes,JABARIPUR HAT,GAYESHPUR,,Yes,"View
     
     
         Edit"
 ,2249,MATHURA PUR BL HIGH SCHOOL,Naogaon,Badalgachi,123093,1726426307,PRIVATE,Yes,JABARIPUR HAT,JABARIPUR,,Yes,"View
     
     
         Edit"
 ,2250,SREERAMPUR F.K. HIGH SCHOOL,Naogaon,Badalgachi,123094,1721464827,PRIVATE,Yes,SREERAMPUR,SREERAM PUR,,Yes,"View
     
     
         Edit"
 ,2251,PAHARPUR ADIBASHI HIGH SCHOOL,Naogaon,Badalgachi,123095,1713703243,PRIVATE,Yes,A.PAHARPUR,BISHPARA,,Yes,"View
     
     
         Edit"
 ,2252,BHANDARPUR BL HIGH SCHOOL,Naogaon,Badalgachi,123096,1726316256,PRIVATE,Yes,BHANDERPUR,LALUHAR,,Yes,"View
     
     
         Edit"
 ,2253,BHATSHAIL BL HIGH SCHOOL,Naogaon,Badalgachi,123097,1766706494,PRIVATE,Yes,BHATSAIL,BHATSAIL,,Yes,"View
     
     
         Edit"
 ,2254,SHIBPUR HIGH SCHOOL,Naogaon,Badalgachi,123098,1722999305,PRIVATE,Yes,DIPGANJ HAT,HALUDBIHAR,,Yes,"View
     
     
         Edit"
 ,2255,MALLIKPUR HIGH SCHOOL,Naogaon,Badalgachi,123099,1309123099,PRIVATE,Yes,NAZIRPUR,NAZIRPUR,,Yes,"View
     
     
         Edit"
 ,2256,MIRZAPUR K C HIGH SCHOOL,Naogaon,Badalgachi,123100,1309123100,PRIVATE,Yes,KHALSI,MIRZAPUR,,Yes,"View
     
     
         Edit"
 ,2257,KOLA BIZLI  HIGH SCHOOL,Naogaon,Badalgachi,123101,1309123101,PRIVATE,Yes,KOLAHAT,KOLA,,Yes,"View
     
     
         Edit"
 ,2258,BAIKUNTHAPUR B L HIGH SCHOOL,Naogaon,Badalgachi,123102,1719533913,PRIVATE,Yes,BEGUN JOAR,BAIKUNTHAPUR,,Yes,"View
     
     
         Edit"
 ,2259,MITHAPUR BL HIGH SCHOOL,Naogaon,Badalgachi,123103,1309123103,PRIVATE,Yes,MITHAPUR,MITHAPUR,,Yes,"View
     
     
         Edit"
 ,2260,SAGARPUR HIGH SCHOOL,Naogaon,Badalgachi,123104,1720517401,PRIVATE,Yes,MITHAPUR,SAGARPUR,,Yes,"View
     
     
         Edit"
 ,2261,BEGUNJOAR HIGH SCHOOL,Naogaon,Badalgachi,123105,1711467348,PRIVATE,Yes,BEGUNJOAR,VOGOBANPUR,,Yes,"View
     
     
         Edit"
 ,2262,GOBARCHAPAHAT HIGH SCHOOL,Naogaon,Badalgachi,123106,1718407909,PRIVATE,Yes,JABARIPUR HAT,CHAKBENI,,Yes,"View
     
     
         Edit"
 ,2263,MITHAPUR EAKUBIA GIRLS HIGH SCHOOL,Naogaon,Badalgachi,123107,1721767912,PRIVATE,Yes,MITHAPUR,MITHAPUR,,Yes,"View
     
     
         Edit"
 ,2264,SHERPUR HIGH SCHOOL,Naogaon,Badalgachi,123108,1309123108,PRIVATE,Yes,Badalgachi,SHERPUR,,Yes,"View
     
     
         Edit"
 ,2265,DEWLIA SHERE BANGLA HIGH SCHOOL,Naogaon,Badalgachi,123109,1309123109,PRIVATE,Yes,Badalgachi,DEWLIA,,Yes,"View
     
     
         Edit"
 ,2266,ARCHA JUNIOR HIGH SCHOOL,Naogaon,Badalgachi,123110,1309123110,PRIVATE,Yes,BEGUN JOAR,ARCHA,,Yes,"View
     
     
         Edit"
 ,2267,KARTIKAHAR HIGH SCHOOL,Naogaon,Badalgachi,123112,1309123112,PRIVATE,No,NEW RASULPUR,KARTIKAHAR,,Yes,"View
     
     
         Edit"
 ,2268,JAGAPARA HIGH SCHOOL,Naogaon,Badalgachi,123113,1737805287,PRIVATE,Yes,MITHAPUR,JAGAPARA,,Yes,"View
     
     
         Edit"
 ,2269,KADAMGACHI HIGH SCHOOL,Naogaon,Badalgachi,123114,1729364800,PRIVATE,Yes,JABARI PUR HAT,KADAMGACHI,,Yes,"View
     
     
         Edit"
 ,2270,DHEKRA HIGH SCHOOL,Naogaon,Badalgachi,123115,1309123115,PRIVATE,Yes,KHALSHI,DHEKRA,,Yes,"View
     
     
         Edit"
 ,2271,BILASHBARI HIGH SCHOOL,Naogaon,Badalgachi,123116,1718758843,PRIVATE,Yes,BILASHBARI,BILASH BARI,,Yes,"View
     
     
         Edit"
 ,2272,GABNA HIGH SCHOOL,Naogaon,Badalgachi,123117,1309123117,PRIVATE,Yes,PRODHAN KUNDI,GABNA,,Yes,"View
     
     
         Edit"
 ,2273,SANNAS TALA NASRIN SIDDIQUE GIRLS HIGH SCHOOL,Naogaon,Badalgachi,123118,1774884376,PRIVATE,Yes,JABARIPURHAT,SANNASTALA,,Yes,"View
     
     
         Edit"
 ,2274,KHADAIL HIGH SCHOOL,Naogaon,Badalgachi,123119,1715845487,PRIVATE,Yes,MITHAPUR,KHADAIL,,Yes,"View
     
     
         Edit"
 ,2275,B T M MULTILETTERAL HIGH SCHOOL,Naogaon,Badalgachi,123120,1710789027,PRIVATE,Yes,JABARIPURHAT,VOIAL PUR,,Yes,"View
     
     
         Edit"
 ,2276,BHANDERPUR SHABITTRI GIRLS HIGH SCHOOL,Naogaon,Badalgachi,123121,1713776086,PRIVATE,Yes,BHANDARPUR,BHANDARPUR,,Yes,"View
     
     
         Edit"
 ,2277,BADALGACHI LABONNA PROVA PILOT COMMUNITY GIRLS HIGH SCHOOL,Naogaon,Badalgachi,130574,1309130574,PRIVATE,Yes,Badalgachi,Badalgachi,,Yes,"View
     
     
         Edit"
 ,2278,GORSHAHI JUNIOR SCHOOL,Naogaon,Badalgachi,134560,1751894790,PRIVATE,No,VATHSAIL,GORSHAHI,,Yes,"View
     
     
         Edit"
 ,2279,IQRA INTERNATIONAL SCHOOL,Naogaon,Badalgachi,138095,1745317457,PRIVATE,No,FATEPUR,BARAKABLA,,Yes,"View
     
     
         Edit"
 ,2280,BHARADUBA AKTER HAMID SIDDIQEE HIGH SCHOOL,Naogaon,Mohadevpur,123327,1309123327,PRIVATE,Yes,PAHARPUR,MOMINPUR,,Yes,"View
     
     
         Edit"
 ,2281,JAHANGIRPUR  MODEL  HIGH SCHOOL,Naogaon,Mohadevpur,123328,1309123328,PRIVATE,Yes,Mohadevpur,Mohadevpur,,Yes,"View
     
     
         Edit"
 ,2282,HAMID PUR JIGATOLA M. L. HIGH SCHOOL,Naogaon,Mohadevpur,123329,1714838260,PRIVATE,Yes,PAHARPUR,HAMIDPUR,,Yes,"View
     
     
         Edit"
 ,2283,MOHADEBPUR SARBA MONGALA PILOT HIGH SCHOOL,Naogaon,Mohadevpur,123330,1728051211,PRIVATE,Yes,MOHADEBPUR,MOHADEBPUR,,Yes,"View
     
     
         Edit"
 ,2284,JANTIGRAM T.A.HIGH SCHOOL,Naogaon,Mohadevpur,123331,1309123331,PRIVATE,Yes,JOANPUR,BISHNUPUR,,Yes,"View
     
     
         Edit"
 ,2285,CHANDASH M.S. HIGH SCHOOL,Naogaon,Mohadevpur,123332,1309123332,PRIVATE,Yes,CHANDASH,CHANDASH,,Yes,"View
     
     
         Edit"
 ,2286,BAGDOBE HIGH SCHOOL,Naogaon,Mohadevpur,123333,1309123333,PRIVATE,Yes,CHANDASH,BAGDOBE,,Yes,"View
     
     
         Edit"
 ,2287,KALU SHAHAR HIGH SCHOOL,Naogaon,Mohadevpur,123334,1309123334,PRIVATE,Yes,SUJAIL HAT,KALUSHAHAR,,Yes,"View
     
     
         Edit"
 ,2288,DHANJAIL HIGH SCHOOL,Naogaon,Mohadevpur,123335,1715378596,PRIVATE,Yes,MOHESHPUR,DHANJAIL,,Yes,"View
     
     
         Edit"
 ,2289,RAIGAON  HIGH  SCHOOL,Naogaon,Mohadevpur,123336,1309123336,PRIVATE,Yes,RAIGAON,RAIGAON,,Yes,"View
     
     
         Edit"
 ,2290,MOHISH BATHAN HIGH SCHOOL,Naogaon,Mohadevpur,123337,1309123337,PRIVATE,Yes,MOHISBATHAN,MOHISH BATHAN,,Yes,"View
     
     
         Edit"
 ,2291,SARASWATI PUR  HIGH SCHOOL,Naogaon,Mohadevpur,123338,1309123338,PRIVATE,Yes,SARASWATIPUR,SARASWATIPUR,,Yes,"View
     
     
         Edit"
 ,2292,JOYPUR DANGAPARA HIGH SCHOOL,Naogaon,Mohadevpur,123339,1747786894,PRIVATE,Yes,KHAJUR,JOYPUR,,Yes,"View
     
     
         Edit"
 ,2293,JOANPUR  B L HIGH SCHOOL,Naogaon,Mohadevpur,123340,1309123340,PRIVATE,Yes,JOANPUR,JOANPUR,,Yes,"View
     
     
         Edit"
 ,2294,HAT CHAK GOURI HIGH SCHOOL,Naogaon,Mohadevpur,123342,1309123342,PRIVATE,Yes,HAT CHAKGOUTI,GOALBARI,,Yes,"View
     
     
         Edit"
 ,2295,KRISNA GOPALPUR DWI-MUKHI HIGH SCHOOL,Naogaon,Mohadevpur,123343,1309123343,PRIVATE,Yes,SATIHAT,KRISNA GOPALPUR,,Yes,"View
     
     
         Edit"
 ,2296,SHALBARI HIGH SCHOOL,Naogaon,Mohadevpur,123344,1725788959,PRIVATE,Yes,FATEPUR MADRASHA,SHALBARI,,Yes,"View
     
     
         Edit"
 ,2297,DAUL BARBAKPUR HIGH SCHOOL,Naogaon,Mohadevpur,123345,1309123345,PRIVATE,Yes,BAR BAKPUR,BARBAKPUR,,Yes,"View
     
     
         Edit"
 ,2298,SHIBGANJ M.L.HIGH SCHOOL,Naogaon,Mohadevpur,123346,1309123346,PRIVATE,Yes,DARIAPUR,SHIBGANJ,,Yes,"View
     
     
         Edit"
 ,2299,GANGARAM PUR HIGH SCHOOL,Naogaon,Mohadevpur,123347,1309123347,PRIVATE,Yes,DARIAPUR,GOPINATHPUR,,Yes,"View
     
     
         Edit"
 ,2300,BAKAPUR HIGH SCHOOL,Naogaon,Mohadevpur,123348,1309123348,PRIVATE,Yes,Mohadevpur,BAKAPUR,,Yes,"View
     
     
         Edit"
 ,2301,KHANPUR HAZI DHANEJ UDDIN HIGH SCHOOL,Naogaon,Mohadevpur,123349,1309123349,PRIVATE,Yes,PIRGANJ HAT,KHANPUR,,Yes,"View
     
     
         Edit"
 ,2302,MOHINAGAR HIGH SCHOOL,Naogaon,Mohadevpur,123350,1309123350,PRIVATE,Yes,SUJAIL HAT,MOHINAGAR,,Yes,"View
     
     
         Edit"
 ,2303,UTTAR GRAM B/L HIGH SCHOOL,Naogaon,Mohadevpur,123351,1309123351,PRIVATE,Yes,UTTARGRAM,UTTAR GRAM,,Yes,"View
     
     
         Edit"
 ,2304,GAHALI  BI LATERAL HIGH SCHOOL,Naogaon,Mohadevpur,123352,1309123352,PRIVATE,Yes,GAHALI MORE,GAHALI,,Yes,"View
     
     
         Edit"
 ,2305,DEBARPUR D.N.G HIGH SCHOOL,Naogaon,Mohadevpur,123353,1309123353,PRIVATE,Yes,PIRGANJ HAT,DEBARPUR,,Yes,"View
     
     
         Edit"
 ,2306,BILCHARA R. C. P. HIGH SCHOOL,Naogaon,Mohadevpur,123354,1728935719,PRIVATE,Yes,SUJAIL HAT,BILCHARA,,Yes,"View
     
     
         Edit"
 ,2307,PANTHAKATA HIGH SCHOOL,Naogaon,Mohadevpur,123355,1309123355,PRIVATE,Yes,PANTHAKATA,PANTHAKATA,,Yes,"View
     
     
         Edit"
 ,2308,KHAJUR U.P. HIGH SCHOOL,Naogaon,Mohadevpur,123356,1309123356,PRIVATE,Yes,KHAJUR,KHAJUR,,Yes,"View
     
     
         Edit"
 ,2309,KURAIL SHERE BANGLA HIGH SCHOOL,Naogaon,Mohadevpur,123357,1762336050,PRIVATE,Yes,ROYGAON,KURAIL,,Yes,"View
     
     
         Edit"
 ,2310,MORTUZAPUR HIGH SCHOOL,Naogaon,Mohadevpur,123358,1738544760,PRIVATE,Yes,KHAJUR,MORTUZAPUR,,Yes,"View
     
     
         Edit"
 ,2311,RASULPUR HIGH SCHOOL,Naogaon,Mohadevpur,123359,1714762493,PRIVATE,Yes,BALIHAR,RASULPUR,,Yes,"View
     
     
         Edit"
 ,2312,PAHARPUR J.N GIRLS HIGH SCHOOL,Naogaon,Mohadevpur,123360,1719669736,PRIVATE,Yes,PAHARPUR,PAHARPUR,,Yes,"View
     
     
         Edit"
 ,2313,KUNJABON BONDAR KARIGORI GIRLS HIGH SCHOOL,Naogaon,Mohadevpur,123361,1736315182,PRIVATE,Yes,Mohadevpur,KUNJABON,,Yes,"View
     
     
         Edit"
 ,2314,AKHTER SIDDIQUE GIRLS HIGH SCHOOL,Naogaon,Mohadevpur,123362,1719543394,PRIVATE,Yes,UTTAR GRAM,UTTARGRAM,,Yes,"View
     
     
         Edit"
 ,2315,MATTRI MANGAL JUNIOR GIRLS SCHOOL,Naogaon,Mohadevpur,123363,1718625234,PRIVATE,Yes,BELKURI,RAIPUR,,Yes,"View
     
     
         Edit"
 ,2316,FARMANPUR JUNIOR SCHOOL,Naogaon,Mohadevpur,123364,1309123364,PRIVATE,Yes,MOHISHBATHAN,FORMANPUR,,Yes,"View
     
     
         Edit"
 ,2317,PAHAR PUR JUNIOR  SCHOOL,Naogaon,Mohadevpur,123365,1309123365,PRIVATE,Yes,PAHARPUR,PAHARPUR,,Yes,"View
     
     
         Edit"
 ,2318,MALAHAR GIRLS HIGH SCHOOL,Naogaon,Mohadevpur,123366,1309123366,PRIVATE,Yes,BELKURI,MALAHAR,,Yes,"View
     
     
         Edit"
 ,2319,BAGDOBE JUNIOR GIRLS SCHOOL,Naogaon,Mohadevpur,123367,1309123367,PRIVATE,No,CHANDASH,BAGHDOB,,Yes,"View
     
     
         Edit"
 ,2320,BIL SHIKARY HIGH SCHOOL,Naogaon,Mohadevpur,123368,1768909502,PRIVATE,Yes,MAHISHBATHAN,BIL SHIKARY,,Yes,"View
     
     
         Edit"
 ,2321,BAMONSATA ADARSHA  HIGH SCHOOL,Naogaon,Mohadevpur,123369,1309123369,PRIVATE,Yes,UTTAR GRAM,BAMONSATA,,Yes,"View
     
     
         Edit"
 ,2322,KANCHON GIRLS HIGH  SCHOOL,Naogaon,Mohadevpur,123370,1725738295,PRIVATE,Yes,CHANDAS,KANCHON,,Yes,"View
     
     
         Edit"
 ,2323,CHANDASH  GIRLS HIGH SCHOOL,Naogaon,Mohadevpur,123371,1728586097,PRIVATE,No,CHANDASH,CHANDASH,,Yes,"View
     
     
         Edit"
 ,2324,BORENDRA BIDYA NIKETON HIGH SCHOOL,Naogaon,Mohadevpur,123372,1309123372,PRIVATE,Yes,UTTARGRAM,BAJITPRUR,,Yes,"View
     
     
         Edit"
 ,2325,SHAGRAIL ADARSHA JUNIOR SCHOOL,Naogaon,Mohadevpur,123373,1309123373,PRIVATE,No,BELKURI,SHAGRAIL,,Yes,"View
     
     
         Edit"
 ,2326,CHANDA IDEAL HIGH SCHOOL,Naogaon,Mohadevpur,123374,1309123374,PRIVATE,Yes,MAHESPUR,ALIPUR,,Yes,"View
     
     
         Edit"
 ,2327,MAYGORA JUNIOR SCHOOL,Naogaon,Mohadevpur,123375,1309123375,PRIVATE,No,GOSHNAGAR,MOYGORA,,Yes,"View
     
     
         Edit"
 ,2328,BHALAIN ALTAFUN NESA MEMORIAL  HIGH SCHOOL,Naogaon,Mohadevpur,123376,1309123376,PRIVATE,Yes,DHARIYAPUR,BHALAIN,,Yes,"View
     
     
         Edit"
 ,2329,B. S. JUNIOR GIRLS SCHOOL,Naogaon,Mohadevpur,123377,1309123377,PRIVATE,No,KHAJUR,BONGRAM,,Yes,"View
     
     
         Edit"
 ,2330,DR.AFAJ UDDIN MEMORIAL  JUNIOR  GIRLS SCHOOL,Naogaon,Mohadevpur,134817,1309134817,PRIVATE,No,UTTARGRAM,BAMONSATA,,Yes,"View
     
     
         Edit"
 ,2331,Gomostapur GIRLS ACADEMY,Nawabganj,Gomostapur,124350,1309124350,PRIVATE,Yes,Gomostapur,BAZARPARA,,Yes,"View
     
     
         Edit"
 ,2332,ROHANPUR A.B. GOVT. HIGH SCHOOL,Nawabganj,Gomostapur,124351,1309124351,PUBLIC,No,ROHANPUR,ROHANPUR-0013,,Yes,"View
     
     
         Edit"
 ,2333,ROHANPUR RABEYA GIRLS HIGH SCHOOL,Nawabganj,Gomostapur,124352,1729507790,PRIVATE,Yes,R0HANPUR,RAHAMATPARA,,Yes,"View
     
     
         Edit"
 ,2334,DEOPURA HIGH SCHOOL,Nawabganj,Gomostapur,124354,1739750700,PRIVATE,Yes,DEOPURA,DEOPURA,,Yes,"View
     
     
         Edit"
 ,2335,Gomostapur PILOT HIGH SCHOOL,Nawabganj,Gomostapur,124355,1309124355,PRIVATE,Yes,Gomostapur,Gomostapur,,Yes,"View
     
     
         Edit"
 ,2336,ROKUNPUR HIGH SCHOOL,Nawabganj,Gomostapur,124356,1309124356,PRIVATE,Yes,AKKELPUR,AKKELPUR-292,,Yes,"View
     
     
         Edit"
 ,2337,CHOWDALA BL. HIGH SCHOOL,Nawabganj,Gomostapur,124357,1714460136,PRIVATE,Yes,CHOWDALA,CHOWDALA,,Yes,"View
     
     
         Edit"
 ,2338,BOALIA HIGH SCHOOL,Nawabganj,Gomostapur,124358,1716697219,PRIVATE,Yes,BOALIA,BOALIA,,Yes,"View
     
     
         Edit"
 ,2339,SONABOR HIGH SCHOOL,Nawabganj,Gomostapur,124359,1309124359,PRIVATE,Yes,DEOPURA,SONABOR,,Yes,"View
     
     
         Edit"
 ,2340,BARADADAPUR K.A.M.. HIGH SCHOOL,Nawabganj,Gomostapur,124360,1714941459,PRIVATE,Yes,BARADAD PUR,BARADADA PUR,,Yes,"View
     
     
         Edit"
 ,2341,NAYADIARY HAZI YAKUB ALI MONDAL HIGH SCHOOL,Nawabganj,Gomostapur,124361,1740960306,PRIVATE,Yes,NAYADIARY,NAYADIARY,,Yes,"View
     
     
         Edit"
 ,2342,ENAYETPUR HIGH SCHOOL,Nawabganj,Gomostapur,124362,1309124362,PRIVATE,Yes,ENAYETPUR,ENAYETPUR,,Yes,"View
     
     
         Edit"
 ,2343,BASANITOLA HIGH SCHOOL,Nawabganj,Gomostapur,124363,1715975104,PRIVATE,Yes,CHOWDALA,BASANITOLA,,Yes,"View
     
     
         Edit"
 ,2344,RADHANAGAR A.N.C HIGH SCHOOL,Nawabganj,Gomostapur,124364,1309124364,PRIVATE,Yes,KAYEMPUR,SHEKANDOR,,Yes,"View
     
     
         Edit"
 ,2345,BHAT KHAIR  HIGH SCHOOL,Nawabganj,Gomostapur,124365,1718442383,PRIVATE,Yes,DEOPURA,BHATKHAIR,,Yes,"View
     
     
         Edit"
 ,2346,Gomostapur A.HAMID GIRLS H.S.,Nawabganj,Gomostapur,124366,1733173866,PRIVATE,Yes,Gomostapur,KHOSAL PARA,,Yes,"View
     
     
         Edit"
 ,2347,JOSHOIL HIGH SCHOOL,Nawabganj,Gomostapur,124367,1759481682,PRIVATE,Yes,AKKELPUR,JOSHOIL HIGH SCHOOL,,Yes,"View
     
     
         Edit"
 ,2348,ROHANPUR  HAJI  RIAZ  UDDIN  SARKER  HIGH  SCHOOL,Nawabganj,Gomostapur,124368,1724007921,PRIVATE,Yes,ROHANPUR,PROSADPUR,,Yes,"View
     
     
         Edit"
 ,2349,KHAYRABAD HAZI SADAR ALI HIGH SCHOOL,Nawabganj,Gomostapur,124369,1729936888,PRIVATE,Yes,ROHANPUR,KHAYRABAD,,Yes,"View
     
     
         Edit"
 ,2350,SONTOSHPUR GIRLS HIGH SCHOOL,Nawabganj,Gomostapur,124370,1309124370,PRIVATE,Yes,ALINAGAR,SONTOSHPUR,,Yes,"View
     
     
         Edit"
 ,2351,RAHANPUR JANATA HIGH SCHOOL,Nawabganj,Gomostapur,124371,1309124371,PRIVATE,Yes,RAHANPUR,RAHANPUR,,Yes,"View
     
     
         Edit"
 ,2352,CHERADANGA GIRLS HIGH SCHOOL,Nawabganj,Gomostapur,124372,1749231174,PRIVATE,Yes,AKKELPUR,ROKONPUR,,Yes,"View
     
     
         Edit"
 ,2353,KRISHNAPUR HIGH SCHOOL,Nawabganj,Gomostapur,124373,1722044797,PRIVATE,Yes,GOPINATHPUR,KRISHNAPUR,,Yes,"View
     
     
         Edit"
 ,2354,LEBUDANGA HIGH SCHOOL,Nawabganj,Gomostapur,124374,1728110836,PRIVATE,Yes,GOPINATHPUR,LEBUDANGA,,Yes,"View
     
     
         Edit"
 ,2355,RADANAGAR GIRLS HIGH SCHOOL,Nawabganj,Gomostapur,124375,1309124375,PRIVATE,Yes,KAYEMPUR,TEGORIA BRAMMANBARIA,,Yes,"View
     
     
         Edit"
 ,2356,MRIDHAPARA HIGH SCHOOL,Nawabganj,Gomostapur,124376,1718858702,PRIVATE,Yes,GOPINATHPUR,MRIDHAPARA,,Yes,"View
     
     
         Edit"
 ,2357,CHARADANGA  HIGH BOYS ACADEMY,Nawabganj,Gomostapur,124377,1717331070,PRIVATE,Yes,AKKEL PUR,CHARADANGA,,Yes,"View
     
     
         Edit"
